id,terrestrial_date,sol,ls,month,min_temp,pressure
528,2014-03-29,584,108,4,-82.0,804.0
527,2014-03-30,585,109,4,-83.0,802.0
529,2014-03-31,586,109,4,-82.0,802.0
530,2014-04-01,587,109,4,-85.0,801.0
532,2014-04-02,588,110,4,-84.0,799.0
531,2014-04-03,589,110,4,-85.0,798.0
535,2014-04-04,590,111,4,-82.0,797.0
533,2014-04-05,591,111,4,-82.0,795.0
534,2014-04-06,592,112,4,-83.0,795.0
536,2014-04-07,593,112,4,-83.0,795.0
537,2014-04-08,594,113,4,-83.0,793.0
538,2014-04-09,595,113,4,-83.0,792.0
539,2014-04-10,596,114,4,-82.0,791.0
540,2014-04-11,597,114,4,-84.0,790.0
542,2014-04-12,598,115,4,-84.0,787.0
543,2014-04-13,599,115,4,-84.0,788.0
541,2014-04-14,600,116,4,-81.0,787.0
544,2014-04-15,601,116,4,-82.0,785.0
545,2014-04-16,602,117,4,-82.0,784.0
548,2014-04-17,603,117,4,-83.0,783.0
546,2014-04-18,604,118,4,-84.0,782.0
547,2014-04-19,605,118,4,-83.0,781.0
549,2014-04-20,606,118,4,-84.0,780.0
550,2014-04-21,607,119,4,-83.0,779.0
551,2014-04-22,608,119,4,-85.0,777.0
552,2014-04-23,609,120,5,-84.0,777.0
554,2014-04-24,610,120,5,-85.0,776.0
555,2014-04-25,611,121,5,-84.0,775.0
553,2014-04-26,612,121,5,-85.0,774.0
556,2014-04-27,613,122,5,-84.0,773.0
557,2014-04-28,614,122,5,-82.0,772.0
558,2014-04-29,615,123,5,-83.0,771.0
559,2014-05-01,616,123,5,-82.0,769.0
561,2014-05-02,617,124,5,-84.0,769.0
562,2014-05-03,618,124,5,-83.0,769.0
560,2014-05-04,619,125,5,-82.0,766.0
563,2014-05-05,620,125,5,-83.0,765.0
564,2014-05-06,621,126,5,-82.0,765.0
565,2014-05-07,622,126,5,-84.0,763.0
566,2014-05-08,623,127,5,-83.0,763.0
568,2014-05-09,624,127,5,-82.0,762.0
569,2014-05-10,625,128,5,-81.0,761.0
567,2014-05-11,626,128,5,-82.0,760.0
570,2014-05-12,627,129,5,-82.0,759.0
571,2014-05-13,628,129,5,-81.0,759.0
572,2014-05-14,629,130,5,-84.0,759.0
573,2014-05-15,630,130,5,-82.0,757.0
576,2014-05-16,631,131,5,-81.0,756.0
575,2014-05-17,632,131,5,-79.0,755.0
574,2014-05-18,633,132,5,-81.0,754.0
577,2014-05-19,634,132,5,-82.0,753.0
578,2014-05-20,635,133,5,-82.0,754.0
582,2014-05-21,636,133,5,-81.0,752.0
580,2014-05-22,637,134,5,-80.0,752.0
579,2014-05-23,638,134,5,-80.0,751.0
581,2014-05-24,639,135,5,-80.0,750.0
583,2014-05-25,640,135,5,-81.0,750.0
584,2014-05-26,641,136,5,-81.0,749.0
585,2014-05-27,642,136,5,-80.0,749.0
586,2014-05-28,643,137,5,-80.0,748.0
588,2014-05-29,644,137,5,-80.0,748.0
589,2014-05-30,645,138,5,-81.0,746.0
587,2014-05-31,646,138,5,-81.0,746.0
590,2014-06-01,647,139,5,-79.0,746.0
591,2014-06-02,648,139,5,-80.0,746.0
592,2014-06-03,649,140,5,-79.0,745.0
593,2014-06-04,650,140,5,-80.0,743.0
595,2014-06-05,651,141,5,-80.0,743.0
594,2014-06-07,652,141,5,-79.0,745.0
596,2014-06-08,653,142,5,-80.0,744.0
597,2014-06-09,654,142,5,-79.0,742.0
598,2014-06-10,655,143,5,-77.0,741.0
599,2014-06-11,656,143,5,-80.0,740.0
600,2014-06-12,657,144,5,-79.0,739.0
602,2014-06-13,658,144,5,-79.0,739.0
603,2014-06-14,659,145,5,-77.0,738.0
601,2014-06-15,660,145,5,-78.0,735.0
604,2014-06-16,661,146,5,-76.0,735.0
605,2014-06-17,662,146,5,-77.0,735.0
609,2014-06-18,663,147,5,-77.0,734.0
607,2014-06-19,664,147,5,-78.0,732.0
610,2014-06-20,665,148,5,-78.0,735.0
608,2014-06-21,666,148,5,-77.0,736.0
606,2014-06-22,667,149,5,-76.0,736.0
611,2014-06-23,668,150,6,-75.0,734.0
613,2014-06-24,669,150,6,-84.0,735.0
612,2014-06-25,670,151,6,-79.0,737.0
614,2014-06-26,671,151,6,-79.0,740.0
615,2014-06-27,672,152,6,-78.0,739.0
616,2014-06-28,673,152,6,-78.0,738.0
617,2014-06-29,674,153,6,-80.0,739.0
618,2014-06-30,675,153,6,-80.0,740.0
619,2014-07-01,676,154,6,-80.0,738.0
622,2014-07-02,677,154,6,-78.0,737.0
621,2014-07-03,678,155,6,-77.0,739.0
624,2014-07-04,679,155,6,-77.0,738.0
620,2014-07-05,680,156,6,-76.0,740.0
623,2014-07-06,681,156,6,-79.0,738.0
625,2014-07-07,682,157,6,-77.0,739.0
626,2014-07-08,683,158,6,-79.0,741.0
627,2014-07-09,684,158,6,-75.0,741.0
628,2014-07-10,685,159,6,-77.0,740.0
629,2014-07-11,686,159,6,-76.0,738.0
630,2014-07-12,687,160,6,-77.0,739.0
631,2014-07-14,688,160,6,-77.0,741.0
632,2014-07-15,689,161,6,-76.0,742.0
633,2014-07-16,690,161,6,-77.0,741.0
634,2014-07-17,691,162,6,-76.0,741.0
637,2014-07-18,692,162,6,-76.0,742.0
636,2014-07-19,693,163,6,-76.0,741.0
635,2014-07-20,694,164,6,-75.0,740.0
638,2014-07-21,695,164,6,-76.0,741.0
639,2014-07-22,696,165,6,-75.0,743.0
640,2014-07-23,697,165,6,-74.0,743.0
641,2014-07-24,698,166,6,-77.0,743.0
642,2014-07-25,699,166,6,-76.0,744.0
643,2014-07-26,700,167,6,-75.0,745.0
644,2014-07-27,701,167,6,-77.0,745.0
645,2014-07-28,702,168,6,-76.0,745.0
646,2014-07-29,703,169,6,-75.0,747.0
647,2014-07-30,704,169,6,-75.0,747.0
648,2014-07-31,705,170,6,-76.0,746.0
650,2014-08-01,706,170,6,-76.0,748.0
651,2014-08-02,707,171,6,-76.0,749.0
649,2014-08-03,708,171,6,-76.0,749.0
652,2014-08-04,709,172,6,-73.0,750.0
653,2014-08-05,710,172,6,-77.0,751.0
654,2014-08-06,711,173,6,-75.0,751.0
658,2014-08-07,712,174,6,-77.0,752.0
656,2014-08-08,713,174,6,-76.0,754.0
655,2014-08-09,714,175,6,-76.0,754.0
657,2014-08-10,715,175,6,-73.0,755.0
659,2014-08-11,716,176,6,-75.0,755.0
661,2014-08-12,717,176,6,-76.0,756.0
660,2014-08-13,718,177,6,-77.0,757.0
662,2014-08-14,719,178,6,-77.0,758.0
663,2014-08-15,720,178,6,-74.0,760.0
664,2014-08-16,721,179,6,-73.0,761.0
665,2014-08-17,722,179,6,-74.0,760.0
666,2014-08-18,723,180,7,-73.0,761.0
667,2014-08-19,724,181,7,-74.0,763.0
669,2014-08-21,725,181,7,-73.0,764.0
668,2014-08-22,726,182,7,-75.0,766.0
671,2014-08-23,727,182,7,-76.0,766.0
670,2014-08-24,728,183,7,-74.0,766.0
672,2014-08-25,729,183,7,-75.0,768.0
676,2014-08-26,730,184,7,-76.0,770.0
673,2014-08-27,731,185,7,-75.0,771.0
677,2014-08-28,732,185,7,-75.0,773.0
674,2014-08-29,733,186,7,-74.0,773.0
675,2014-08-30,734,186,7,-73.0,776.0
678,2014-08-31,735,187,7,-73.0,776.0
679,2014-09-01,736,188,7,-76.0,776.0
680,2014-09-02,737,188,7,-74.0,777.0
681,2014-09-03,738,189,7,-75.0,778.0
682,2014-09-04,739,189,7,-77.0,779.0
685,2014-09-05,740,190,7,-76.0,782.0
683,2014-09-06,741,191,7,-70.0,784.0
684,2014-09-07,742,191,7,-72.0,784.0
686,2014-09-08,743,192,7,-72.0,786.0
687,2014-09-09,744,192,7,-75.0,786.0
689,2014-09-10,745,193,7,-74.0,787.0
688,2014-09-11,746,194,7,-76.0,788.0
691,2014-09-12,747,194,7,-73.0,789.0
690,2014-09-13,748,195,7,-71.0,791.0
692,2014-09-14,749,195,7,-73.0,794.0
693,2014-09-15,750,196,7,-72.0,796.0
695,2014-09-16,751,197,7,-72.0,797.0
694,2014-09-17,752,197,7,-71.0,798.0
698,2014-09-18,753,198,7,-73.0,800.0
696,2014-09-19,754,198,7,-73.0,802.0
697,2014-09-20,755,199,7,-74.0,806.0
699,2014-09-21,756,200,7,-73.0,806.0
700,2014-09-22,757,200,7,-73.0,807.0
701,2014-09-23,758,201,7,-71.0,810.0
702,2014-09-24,759,201,7,-77.0,809.0
704,2014-09-25,760,202,7,-70.0,810.0
705,2014-09-27,761,203,7,-72.0,814.0
703,2014-09-28,762,203,7,-75.0,814.0
706,2014-09-29,763,204,7,-78.0,817.0
707,2014-09-30,764,205,7,-73.0,821.0
708,2014-10-01,765,205,7,-73.0,820.0
709,2014-10-02,766,206,7,-70.0,824.0
710,2014-10-03,767,206,7,-71.0,824.0
712,2014-10-04,768,207,7,-73.0,826.0
711,2014-10-05,769,208,7,-73.0,829.0
713,2014-10-06,770,208,7,-70.0,829.0
714,2014-10-07,771,209,7,-71.0,836.0
715,2014-10-08,772,210,8,-71.0,835.0
716,2014-10-09,773,210,8,-70.0,838.0
719,2014-10-10,774,211,8,-73.0,838.0
717,2014-10-11,775,211,8,-71.0,838.0
718,2014-10-12,776,212,8,-72.0,841.0
720,2014-10-13,777,213,8,-72.0,841.0
721,2014-10-14,778,213,8,-70.0,846.0
722,2014-10-15,779,214,8,-71.0,845.0
723,2014-10-16,780,215,8,-72.0,852.0
725,2014-10-17,781,215,8,-74.0,849.0
724,2014-10-18,782,216,8,-71.0,854.0
727,2014-10-19,783,216,8,-69.0,853.0
726,2014-10-20,784,217,8,-69.0,857.0
728,2014-10-21,785,218,8,-74.0,858.0
729,2014-10-22,786,218,8,-74.0,861.0
732,2014-10-23,787,219,8,-73.0,860.0
731,2014-10-24,788,220,8,-68.0,862.0
730,2014-10-25,789,220,8,-68.0,862.0
733,2014-10-26,790,221,8,-68.0,864.0
734,2014-10-27,791,222,8,-70.0,867.0
735,2014-10-28,792,222,8,-71.0,873.0
736,2014-10-29,793,223,8,-71.0,877.0
739,2014-10-30,794,223,8,-68.0,874.0
738,2014-10-31,795,224,8,-68.0,875.0
737,2014-11-01,796,225,8,-65.0,877.0
740,2014-11-03,797,225,8,-65.0,879.0
741,2014-11-04,798,226,8,-67.0,883.0
743,2014-11-05,799,227,8,-70.0,884.0
742,2014-11-06,800,227,8,-67.0,884.0
746,2014-11-07,801,228,8,-70.0,884.0
745,2014-11-08,802,229,8,-69.0,887.0
744,2014-11-09,803,229,8,-69.0,888.0
747,2014-11-10,804,230,8,-73.0,891.0
748,2014-11-11,805,231,8,-70.0,893.0
750,2014-11-12,806,231,8,-69.0,893.0
749,2014-11-13,807,232,8,-71.0,892.0
752,2014-11-14,808,232,8,-67.0,893.0
753,2014-11-15,809,233,8,-70.0,895.0
751,2014-11-16,810,234,8,-69.0,897.0
754,2014-11-17,811,234,8,-71.0,900.0
755,2014-11-18,812,235,8,-75.0,902.0
756,2014-11-19,813,236,8,-67.0,904.0
757,2014-11-20,814,236,8,-68.0,902.0
759,2014-11-21,815,237,8,-69.0,905.0
758,2014-11-22,816,238,8,-74.0,909.0
761,2014-11-23,817,238,8,-69.0,913.0
760,2014-11-24,818,239,8,-68.0,914.0
763,2014-11-25,819,240,9,-71.0,913.0
765,2014-11-26,820,240,9,-68.0,910.0
762,2014-11-27,821,241,9,-68.0,910.0
764,2014-11-28,822,242,9,-71.0,911.0
766,2014-11-29,823,242,9,-69.0,912.0
768,2014-11-30,824,243,9,-67.0,914.0
767,2014-12-01,825,243,9,-67.0,914.0
770,2014-12-02,826,244,9,-68.0,914.0
769,2014-12-03,827,245,9,-68.0,911.0
771,2014-12-04,828,245,9,-71.0,914.0
773,2014-12-05,829,246,9,-71.0,914.0
772,2014-12-06,830,247,9,-68.0,918.0
774,2014-12-07,831,247,9,-68.0,920.0
775,2014-12-08,832,248,9,-68.0,924.0
776,2014-12-09,833,249,9,-69.0,923.0
777,2014-12-11,834,249,9,-68.0,918.0
780,2014-12-12,835,250,9,-69.0,917.0
778,2014-12-13,836,251,9,-69.0,916.0
779,2014-12-14,837,251,9,-69.0,916.0
782,2014-12-15,838,252,9,-69.0,917.0
781,2014-12-16,839,253,9,-70.0,917.0
783,2014-12-17,840,253,9,-74.0,913.0
784,2014-12-18,841,254,9,-75.0,914.0
790,2014-12-19,842,255,9,-69.0,914.0
793,2014-12-20,843,255,9,-69.0,916.0
788,2014-12-21,844,256,9,-68.0,917.0
786,2014-12-22,845,257,9,-73.0,920.0
785,2014-12-23,846,257,9,-74.0,925.0
791,2014-12-24,847,258,9,-69.0,918.0
792,2014-12-25,848,258,9,-69.0,918.0
787,2014-12-26,849,259,9,-69.0,918.0
789,2014-12-27,850,260,9,-68.0,918.0
794,2014-12-28,851,260,9,-68.0,919.0
797,2014-12-29,852,261,9,-73.0,916.0
796,2014-12-30,853,262,9,-67.0,913.0
798,2014-12-31,854,262,9,-66.0,910.0
